container_id,container_sku,container_type,container_size,container_condition,location_name,latitude,longitude,available_date,price_usd,owner_id,zip_code,last_inspection_date
208,20OTBNCOL,20DC Brand New Open Top Container,20DC,Brand New,Columbus,39.9215,-82.9833,2025-05-30,8500,GCE,43207,2025-05-30
209,40HCOTCWCOL,40HC Cargo Worthy Open Top Container,40HC,Cargo Worthy ,Columbus,39.9215,-82.9833,2025-05-30,8800,GCE,43207,2025-05-30
210,40HCOTBNCOL,40HC Brand New Open Top Container,40HC,Brand New,Columbus,39.9215,-82.9833,2025-05-30,13000,GCE,43207,2025-05-30
211,20DCWWDAL,20DC Wind and Water Tight Container,20DC,Wind and Water Tight,Dallas,32.639977,-96.693284,2025-05-30,2000,GCE,75141,2025-05-30
212,20DCCWDAL,20DC Cargo Worthy Container,20DC,Cargo Worthy ,Dallas,32.639977,-96.693284,2025-05-30,2200,GCE,75141,2025-05-30
213,20DCCLDAL,20DC IICL Container,20DC,IICL,Dallas,32.639977,-96.693284,2025-05-30,2900,GCE,75141,2025-05-30
214,20DCBNDAL,20DC Brand New Container,20DC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,3400,GCE,75141,2025-05-30
215,20HCBNDAL,20HC Brand New Container,20HC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,3800,GCE,75141,2025-05-30
216,40DCWWDAL,40DC Wind and Water Tight Container,40DC,Wind and Water Tight,Dallas,32.639977,-96.693284,2025-05-30,2200,GCE,75141,2025-05-30
217,40DCCWDAL,40DC Cargo Worthy Container,40DC,Cargo Worthy ,Dallas,32.639977,-96.693284,2025-05-30,2300,GCE,75141,2025-05-30
218,40DCCLDAL,40DC IICL Container,40DC,IICL,Dallas,32.639977,-96.693284,2025-05-30,3600,GCE,75141,2025-05-30
219,40DCBNDAL,40DC Brand New Container,40DC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,4400,GCE,75141,2025-05-30
220,40HCWWDAL,40HC Wind and Water Tight Container,40HC,Wind and Water Tight,Dallas,32.639977,-96.693284,2025-05-30,2500,GCE,75141,2025-05-30
221,40HCCWDAL,40HC Cargo Worthy Container,40HC,Cargo Worthy ,Dallas,32.639977,-96.693284,2025-05-30,2600,GCE,75141,2025-05-30
222,40HCCLDAL,40HC IICL Container,40HC,IICL,Dallas,32.639977,-96.693284,2025-05-30,3500,GCE,75141,2025-05-30
223,40HCBNDAL,40HC Brand New Container,40HC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,4300,GCE,75141,2025-05-30
224,45HCBNDAL,45HC Brand New Container,45HC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,11000,GCE,75141,2025-05-30
225,53HCBNDAL,53HC Brand New Container,53HC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,18500,GCE,75141,2025-05-30
226,20SDBNDAL,20DC Brand New Side Door Container,20DC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,5200,GCE,75141,2025-05-30
227,40HCSDBNDAL,40HC Brand New Side Door Container,40HC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,7000,GCE,75141,2025-05-30
228,20DDBNDAL,20DC Brand New Double Door Container,20DC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,4200,GCE,75141,2025-05-30
230,40HCDDBNDAL,40HC Brand New Double Door Container,40HC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,5200,GCE,75141,2025-05-30
233,20RFBNDAL,20DC Brand New Refrigerated Container,20DC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,18500,GCE,75141,2025-05-30
234,40HCRFASDAL,40HC AS-IS Refrigerated Container,40HC,AS IS ,Dallas,32.639977,-96.693284,2025-05-30,4200,GCE,75141,2025-05-30
236,40HCRFBNDAL,40HC Brand New Refrigerated Container,40HC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,25000,GCE,75141,2025-05-30
237,20OTCWDAL,20DC Cargo Worthy Open Top Container,20DC,Cargo Worthy ,Dallas,32.639977,-96.693284,2025-05-30,6200,GCE,75141,2025-05-30
238,20OTBNDAL,20DC Brand New Open Top Container,20DC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,8500,GCE,75141,2025-05-30
239,40HCOTCWDAL,40HC Cargo Worthy Open Top Container,40HC,Cargo Worthy ,Dallas,32.639977,-96.693284,2025-05-30,8800,GCE,75141,2025-05-30
240,40HCOTBNDAL,40HC Brand New Open Top Container,40HC,Brand New,Dallas,32.639977,-96.693284,2025-05-30,13000,GCE,75141,2025-05-30
241,20DCWWDEN,20DC Wind and Water Tight Container,20DC,Wind and Water Tight,Denver,39.742043,-104.991531,2025-05-30,3000,GCE,80221,2025-05-30
242,20DCCWDEN,20DC Cargo Worthy Container,20DC,Cargo Worthy ,Denver,39.742043,-104.991531,2025-05-30,3300,GCE,80221,2025-05-30
243,20DCCLDEN,20DC IICL Container,20DC,IICL,Denver,39.742043,-104.991531,2025-05-30,3900,GCE,80221,2025-05-30
244,20DCBNDEN,20DC Brand New Container,20DC,Brand New,Denver,39.742043,-104.991531,2025-05-30,4400,GCE,80221,2025-05-30
245,20HCBNDEN,20HC Brand New Container,20HC,Brand New,Denver,39.742043,-104.991531,2025-05-30,4200,GCE,80221,2025-05-30
246,40DCWWDEN,40DC Wind and Water Tight Container,40DC,Wind and Water Tight,Denver,39.742043,-104.991531,2025-05-30,2700,GCE,80221,2025-05-30
247,40DCCWDEN,40DC Cargo Worthy Container,40DC,Cargo Worthy ,Denver,39.742043,-104.991531,2025-05-30,3000,GCE,80221,2025-05-30
248,40DCCLDEN,40DC IICL Container,40DC,IICL,Denver,39.742043,-104.991531,2025-05-30,3800,GCE,80221,2025-05-30
249,40DCBNDEN,40DC Brand New Container,40DC,Brand New,Denver,39.742043,-104.991531,2025-05-30,5000,GCE,80221,2025-05-30
250,40HCWWDEN,40HC Wind and Water Tight Container,40HC,Wind and Water Tight,Denver,39.742043,-104.991531,2025-05-30,3000,GCE,80221,2025-05-30
251,40HCCWDEN,40HC Cargo Worthy Container,40HC,Cargo Worthy ,Denver,39.742043,-104.991531,2025-05-30,3250,GCE,80221,2025-05-30
252,40HCCLDEN,40HC IICL Container,40HC,IICL,Denver,39.742043,-104.991531,2025-05-30,3750,GCE,80221,2025-05-30
253,40HCBNDEN,40HC Brand New Container,40HC,Brand New,Denver,39.742043,-104.991531,2025-05-30,5000,GCE,80221,2025-05-30
254,45HCBNDEN,45HC Brand New Container,45HC,Brand New,Denver,39.742043,-104.991531,2025-05-30,11000,GCE,80221,2025-05-30
255,53HCBNDEN,53HC Brand New Container,53HC,Brand New,Denver,39.742043,-104.991531,2025-05-30,18500,GCE,80221,2025-05-30
256,20SDBNDEN,20DC Brand New Side Door Container,20DC,Brand New,Denver,39.742043,-104.991531,2025-05-30,6000,GCE,80221,2025-05-30
257,40HCSDBNDEN,40HC Brand New Side Door Container,40HC,Brand New,Denver,39.742043,-104.991531,2025-05-30,8000,GCE,80221,2025-05-30
258,20DDBNDEN,20DC Brand New Double Door Container,20DC,Brand New,Denver,39.742043,-104.991531,2025-05-30,5000,GCE,80221,2025-05-30
260,40HCDDBNDEN,40HC Brand New Double Door Container,40HC,Brand New,Denver,39.742043,-104.991531,2025-05-30,6000,GCE,80221,2025-05-30
263,20RFBNDEN,20DC Brand New Refrigerated Container,20DC,Brand New,Denver,39.742043,-104.991531,2025-05-30,20000,GCE,80221,2025-05-30
264,40HCRFASDEN,40HC AS-IS Refrigerated Container,40HC,AS IS ,Denver,39.742043,-104.991531,2025-05-30,4200,GCE,80221,2025-05-30
266,40HCRFBNDEN,40HC Brand New Refrigerated Container,40HC,Brand New,Denver,39.742043,-104.991531,2025-05-30,25000,GCE,80221,2025-05-30
267,20OTCWDEN,20DC Cargo Worthy Open Top Container,20DC,Cargo Worthy ,Denver,39.742043,-104.991531,2025-05-30,7400,GCE,80221,2025-05-30
268,20OTBNDEN,20DC Brand New Open Top Container,20DC,Brand New,Denver,39.742043,-104.991531,2025-05-30,9500,GCE,80221,2025-05-30
269,40HCOTCWDEN,40HC Cargo Worthy Open Top Container,40HC,Cargo Worthy ,Denver,39.742043,-104.991531,2025-05-30,9600,GCE,80221,2025-05-30
270,40HCOTBNDEN,40HC Brand New Open Top Container,40HC,Brand New,Denver,39.742043,-104.991531,2025-05-30,14500,GCE,80221,2025-05-30
271,20DCWWDET,20DC Wind and Water Tight Container,20DC,Wind and Water Tight,Detroit,42.311482,-83.118437,2025-05-30,1900,GCE,48209,2025-05-30
272,20DCCWDET,20DC Cargo Worthy Container,20DC,Cargo Worthy ,Detroit,42.311482,-83.118437,2025-05-30,2200,GCE,48209,2025-05-30
273,20DCCLDET,20DC IICL Container,20DC,IICL,Detroit,42.311482,-83.118437,2025-05-30,2800,GCE,48209,2025-05-30
274,20DCBNDET,20DC Brand New Container,20DC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,3200,GCE,48209,2025-05-30
275,20HCBNDET,20HC Brand New Container,20HC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,4200,GCE,48209,2025-05-30
276,40DCWWDET,40DC Wind and Water Tight Container,40DC,Wind and Water Tight,Detroit,42.311482,-83.118437,2025-05-30,2200,GCE,48209,2025-05-30
277,40DCCWDET,40DC Cargo Worthy Container,40DC,Cargo Worthy ,Detroit,42.311482,-83.118437,2025-05-30,2300,GCE,48209,2025-05-30
278,40DCCLDET,40DC IICL Container,40DC,IICL,Detroit,42.311482,-83.118437,2025-05-30,3600,GCE,48209,2025-05-30
279,40DCBNDET,40DC Brand New Container,40DC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,4400,GCE,48209,2025-05-30
280,40HCWWDET,40HC Wind and Water Tight Container,40HC,Wind and Water Tight,Detroit,42.311482,-83.118437,2025-05-30,2750,GCE,48209,2025-05-30
281,40HCCWDET,40HC Cargo Worthy Container,40HC,Cargo Worthy ,Detroit,42.311482,-83.118437,2025-05-30,3000,GCE,48209,2025-05-30
282,40HCCLDET,40HC IICL Container,40HC,IICL,Detroit,42.311482,-83.118437,2025-05-30,3750,GCE,48209,2025-05-30
283,40HCBNDET,40HC Brand New Container,40HC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,4750,GCE,48209,2025-05-30
284,45HCBNDET,45HC Brand New Container,45HC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,11000,GCE,48209,2025-05-30
285,53HCBNDET,53HC Brand New Container,53HC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,18500,GCE,48209,2025-05-30
286,20SDBNDET,20DC Brand New Side Door Container,20DC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,5200,GCE,48209,2025-05-30
287,40HCSDBNDET,40HC Brand New Side Door Container,40HC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,7000,GCE,48209,2025-05-30
288,20DDBNDET,20DC Brand New Double Door Container,20DC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,4200,GCE,48209,2025-05-30
290,40HCDDBNDET,40HC Brand New Double Door Container,40HC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,5200,GCE,48209,2025-05-30
291,20RFCWDET,20DC Cargoo Worthy Refrigerated Container,20DC,Cargo Worthy ,Detroit,42.311482,-83.118437,2025-05-30,6200,GCE,48209,2025-05-30
293,20RFBNDET,20DC Brand New Refrigerated Container,20DC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,18500,GCE,48209,2025-05-30
294,40HCRFASDET,40HC AS-IS Refrigerated Container,40HC,AS IS ,Detroit,42.311482,-83.118437,2025-05-30,4200,GCE,48209,2025-05-30
296,40HCRFBNDET,40HC Brand New Refrigerated Container,40HC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,25000,GCE,48209,2025-05-30
297,20OTCWDET,20DC Cargo Worthy Open Top Container,20DC,Cargo Worthy ,Detroit,42.311482,-83.118437,2025-05-30,6200,GCE,48209,2025-05-30
298,20OTBNDET,20DC Brand New Open Top Container,20DC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,8500,GCE,48209,2025-05-30
299,40HCOTCWDET,40HC Cargo Worthy Open Top Container,40HC,Cargo Worthy ,Detroit,42.311482,-83.118437,2025-05-30,8800,GCE,48209,2025-05-30
300,40HCOTBNDET,40HC Brand New Open Top Container,40HC,Brand New,Detroit,42.311482,-83.118437,2025-05-30,13000,GCE,48209,2025-05-30
301,20DCWWEDM,20DC Wind and Water Tight Container,20DC,Wind and Water Tight,Edmonton,53.4689,-113.4921,2025-05-30,2400,GCE,T6B2P4,2025-05-30
302,20DCCWEDM,20DC Cargo Worthy Container,20DC,Cargo Worthy ,Edmonton,53.4689,-113.4921,2025-05-30,2600,GCE,T6B2P4,2025-05-30
303,20DCCLEDM,20DC IICL Container,20DC,IICL,Edmonton,53.4689,-113.4921,2025-05-30,2950,GCE,T6B2P4,2025-05-30
304,20DCBNEDM,20DC Brand New Container,20DC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,3500,GCE,T6B2P4,2025-05-30
305,20HCBNEDM,20HC Brand New Container,20HC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,4400,GCE,T6B2P4,2025-05-30
306,40DCWWEDM,40DC Wind and Water Tight Container,40DC,Wind and Water Tight,Edmonton,53.4689,-113.4921,2025-05-30,2500,GCE,T6B2P4,2025-05-30
307,40DCCWEDM,40DC Cargo Worthy Container,40DC,Cargo Worthy ,Edmonton,53.4689,-113.4921,2025-05-30,2800,GCE,T6B2P4,2025-05-30
308,40DCCLEDM,40DC IICL Container,40DC,IICL,Edmonton,53.4689,-113.4921,2025-05-30,4000,GCE,T6B2P4,2025-05-30
309,40DCBNEDM,40DC Brand New Container,40DC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,4800,GCE,T6B2P4,2025-05-30
310,40HCWWEDM,40HC Wind and Water Tight Container,40HC,Wind and Water Tight,Edmonton,53.4689,-113.4921,2025-05-30,2750,GCE,T6B2P4,2025-05-30
311,40HCCWEDM,40HC Cargo Worthy Container,40HC,Cargo Worthy ,Edmonton,53.4689,-113.4921,2025-05-30,3000,GCE,T6B2P4,2025-05-30
312,40HCCLEDM,40HC IICL Container,40HC,IICL,Edmonton,53.4689,-113.4921,2025-05-30,3750,GCE,T6B2P4,2025-05-30
313,40HCBNEDM,40HC Brand New Container,40HC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,4750,GCE,T6B2P4,2025-05-30
314,45HCBNEDM,45HC Brand New Container,45HC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,11000,GCE,T6B2P4,2025-05-30
315,53HCBNEDM,53HC Brand New Container,53HC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,18500,GCE,T6B2P4,2025-05-30
316,20SDBNEDM,20DC Brand New Side Door Container,20DC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,5200,GCE,T6B2P4,2025-05-30
317,40HCSDBNEDM,40HC Brand New Side Door Container,40HC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,6500,GCE,T6B2P4,2025-05-30
318,20DDBNEDM,20DC Brand New Double Door Container,20DC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,4200,GCE,T6B2P4,2025-05-30
320,40HCDDBNEDM,40HC Brand New Double Door Container,40HC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,5200,GCE,T6B2P4,2025-05-30
323,20RFBNEDM,20DC Brand New Refrigerated Container,20DC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,18500,GCE,T6B2P4,2025-05-30
324,40HCRFASEDM,40HC AS-IS Refrigerated Container,40HC,AS IS ,Edmonton,53.4689,-113.4921,2025-05-30,4200,GCE,T6B2P4,2025-05-30
326,40HCRFBNEDM,40HC Brand New Refrigerated Container,40HC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,25000,GCE,T6B2P4,2025-05-30
327,20OTCWEDM,20DC Cargo Worthy Open Top Container,20DC,Cargo Worthy ,Edmonton,53.4689,-113.4921,2025-05-30,6200,GCE,T6B2P4,2025-05-30
328,20OTBNEDM,20DC Brand New Open Top Container,20DC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,8500,GCE,T6B2P4,2025-05-30
329,40HCOTCWEDM,40HC Cargo Worthy Open Top Container,40HC,Cargo Worthy ,Edmonton,53.4689,-113.4921,2025-05-30,8800,GCE,T6B2P4,2025-05-30
330,40HCOTBNEDM,40HC Brand New Open Top Container,40HC,Brand New,Edmonton,53.4689,-113.4921,2025-05-30,13000,GCE,T6B2P4,2025-05-30
331,20DCWWHAX,20DC Wind and Water Tight Container,20DC,Wind and Water Tight,Halifax,44.6155,-63.6748,2025-05-30,2900,GCE,B3B1C6,2025-05-30
332,20DCCWHAX,20DC Cargo Worthy Container,20DC,Cargo Worthy ,Halifax,44.6155,-63.6748,2025-05-30,3400,GCE,B3B1C6,2025-05-30
333,20DCCLHAX,20DC IICL Container,20DC,IICL,Halifax,44.6155,-63.6748,2025-05-30,3900,GCE,B3B1C6,2025-05-30
334,20DCBNHAX,20DC Brand New Container,20DC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,4700,GCE,B3B1C6,2025-05-30
335,20HCBNHAX,20HC Brand New Container,20HC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,4600,GCE,B3B1C6,2025-05-30
336,40DCWWHAX,40DC Wind and Water Tight Container,40DC,Wind and Water Tight,Halifax,44.6155,-63.6748,2025-05-30,2700,GCE,B3B1C6,2025-05-30
337,40DCCWHAX,40DC Cargo Worthy Container,40DC,Cargo Worthy ,Halifax,44.6155,-63.6748,2025-05-30,3000,GCE,B3B1C6,2025-05-30
338,40DCCLHAX,40DC IICL Container,40DC,IICL,Halifax,44.6155,-63.6748,2025-05-30,3800,GCE,B3B1C6,2025-05-30
339,40DCBNHAX,40DC Brand New Container,40DC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,5000,GCE,B3B1C6,2025-05-30
340,40HCWWHAX,40HC Wind and Water Tight Container,40HC,Wind and Water Tight,Halifax,44.6155,-63.6748,2025-05-30,3000,GCE,B3B1C6,2025-05-30
341,40HCCWHAX,40HC Cargo Worthy Container,40HC,Cargo Worthy ,Halifax,44.6155,-63.6748,2025-05-30,3250,GCE,B3B1C6,2025-05-30
342,40HCCLHAX,40HC IICL Container,40HC,IICL,Halifax,44.6155,-63.6748,2025-05-30,3750,GCE,B3B1C6,2025-05-30
343,40HCBNHAX,40HC Brand New Container,40HC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,5000,GCE,B3B1C6,2025-05-30
344,45HCBNHAX,45HC Brand New Container,45HC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,11000,GCE,B3B1C6,2025-05-30
345,53HCBNHAX,53HC Brand New Container,53HC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,18500,GCE,B3B1C6,2025-05-30
346,20SDBNHAX,20DC Brand New Side Door Container,20DC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,5200,GCE,B3B1C6,2025-05-30
347,40HCSDBNHAX,40HC Brand New Side Door Container,40HC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,7000,GCE,B3B1C6,2025-05-30
348,20DDBNHAX,20DC Brand New Double Door Container,20DC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,4200,GCE,B3B1C6,2025-05-30
350,40HCDDBNHAX,40HC Brand New Double Door Container,40HC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,5600,GCE,B3B1C6,2025-05-30
353,20RFBNHAX,20DC Brand New Refrigerated Container,20DC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,18500,GCE,B3B1C6,2025-05-30
354,40HCRFASHAX,40HC AS-IS Refrigerated Container,40HC,AS IS ,Halifax,44.6155,-63.6748,2025-05-30,4200,GCE,B3B1C6,2025-05-30
356,40HCRFBNHAX,40HC Brand New Refrigerated Container,40HC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,25000,GCE,B3B1C6,2025-05-30
357,20OTCWHAX,20DC Cargo Worthy Open Top Container,20DC,Cargo Worthy ,Halifax,44.6155,-63.6748,2025-05-30,7400,GCE,B3B1C6,2025-05-30
358,20OTBNHAX,20DC Brand New Open Top Container,20DC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,8500,GCE,B3B1C6,2025-05-30
359,40HCOTCWHAX,40HC Cargo Worthy Open Top Container,40HC,Cargo Worthy ,Halifax,44.6155,-63.6748,2025-05-30,9200,GCE,B3B1C6,2025-05-30
360,40HCOTBNHAX,40HC Brand New Open Top Container,40HC,Brand New,Halifax,44.6155,-63.6748,2025-05-30,14000,GCE,B3B1C6,2025-05-30
361,20DCWWHOU,20DC Wind and Water Tight Container,20DC,Wind and Water Tight,Houston,29.74018,-95.23836,2025-05-30,1900,GCE,77547,2025-05-30
362,20DCCWHOU,20DC Cargo Worthy Container,20DC,Cargo Worthy ,Houston,29.74018,-95.23836,2025-05-30,2200,GCE,77547,2025-05-30
363,20DCCLHOU,20DC IICL Container,20DC,IICL,Houston,29.74018,-95.23836,2025-05-30,2600,GCE,77547,2025-05-30
364,20DCBNHOU,20DC Brand New Container,20DC,Brand New,Houston,29.74018,-95.23836,2025-05-30,3100,GCE,77547,2025-05-30
365,20HCBNHOU,20HC Brand New Container,20HC,Brand New,Houston,29.74018,-95.23836,2025-05-30,4200,GCE,77547,2025-05-30
366,40DCWWHOU,40DC Wind and Water Tight Container,40DC,Wind and Water Tight,Houston,29.74018,-95.23836,2025-05-30,2200,GCE,77547,2025-05-30
367,40DCCWHOU,40DC Cargo Worthy Container,40DC,Cargo Worthy ,Houston,29.74018,-95.23836,2025-05-30,2300,GCE,77547,2025-05-30
368,40DCCLHOU,40DC IICL Container,40DC,IICL,Houston,29.74018,-95.23836,2025-05-30,3600,GCE,77547,2025-05-30
369,40DCBNHOU,40DC Brand New Container,40DC,Brand New,Houston,29.74018,-95.23836,2025-05-30,4400,GCE,77547,2025-05-30
370,40HCWWHOU,40HC Wind and Water Tight Container,40HC,Wind and Water Tight,Houston,29.74018,-95.23836,2025-05-30,2500,GCE,77547,2025-05-30
371,40HCCWHOU,40HC Cargo Worthy Container,40HC,Cargo Worthy ,Houston,29.74018,-95.23836,2025-05-30,2600,GCE,77547,2025-05-30
372,40HCCLHOU,40HC IICL Container,40HC,IICL,Houston,29.74018,-95.23836,2025-05-30,3500,GCE,77547,2025-05-30
373,40HCBNHOU,40HC Brand New Container,40HC,Brand New,Houston,29.74018,-95.23836,2025-05-30,4300,GCE,77547,2025-05-30
374,45HCBNHOU,45HC Brand New Container,45HC,Brand New,Houston,29.74018,-95.23836,2025-05-30,11000,GCE,77547,2025-05-30
375,53HCBNHOU,53HC Brand New Container,53HC,Brand New,Houston,29.74018,-95.23836,2025-05-30,18500,GCE,77547,2025-05-30
376,20SDBNHOU,20DC Brand New Side Door Container,20DC,Brand New,Houston,29.74018,-95.23836,2025-05-30,5200,GCE,77547,2025-05-30
377,40HCSDBNHOU,40HC Brand New Side Door Container,40HC,Brand New,Houston,29.74018,-95.23836,2025-05-30,6500,GCE,77547,2025-05-30
378,20DDBNHOU,20DC Brand New Double Door Container,20DC,Brand New,Houston,29.74018,-95.23836,2025-05-30,4200,GCE,77547,2025-05-30
380,40HCDDBNHOU,40HC Brand New Double Door Container,40HC,Brand New,Houston,29.74018,-95.23836,2025-05-30,4800,GCE,77547,2025-05-30
383,20RFBNHOU,20DC Brand New Refrigerated Container,20DC,Brand New,Houston,29.74018,-95.23836,2025-05-30,18500,GCE,77547,2025-05-30
384,40HCRFASHOU,40HC AS-IS Refrigerated Container,40HC,AS IS ,Houston,29.74018,-95.23836,2025-05-30,4200,GCE,77547,2025-05-30
386,40HCRFBNHOU,40HC Brand New Refrigerated Container,40HC,Brand New,Houston,29.74018,-95.23836,2025-05-30,25000,GCE,77547,2025-05-30
387,20OTCWHOU,20DC Cargo Worthy Open Top Container,20DC,Cargo Worthy ,Houston,29.74018,-95.23836,2025-05-30,6200,GCE,77547,2025-05-30
388,20OTBNHOU,20DC Brand New Open Top Container,20DC,Brand New,Houston,29.74018,-95.23836,2025-05-30,8500,GCE,77547,2025-05-30
389,40HCOTCWHOU,40HC Cargo Worthy Open Top Container,40HC,Cargo Worthy ,Houston,29.74018,-95.23836,2025-05-30,8800,GCE,77547,2025-05-30
390,40HCOTBNHOU,40HC Brand New Open Top Container,40HC,Brand New,Houston,29.74018,-95.23836,2025-05-30,12000,GCE,77547,2025-05-30
391,20DCWWIND,20DC Wind and Water Tight Container,20DC,Wind and Water Tight,Indianapolis,39.6986,-86.148,2025-05-30,2200,GCE,46221,2025-05-30
392,20DCCWIND,20DC Cargo Worthy Container,20DC,Cargo Worthy ,Indianapolis,39.6986,-86.148,2025-05-30,2400,GCE,46221,2025-05-30
393,20DCCLIND,20DC IICL Container,20DC,IICL,Indianapolis,39.6986,-86.148,2025-05-30,3000,GCE,46221,2025-05-30
394,20DCBNIND,20DC Brand New Container,20DC,Brand New,Indianapolis,39.6986,-86.148,2025-05-30,3700,GCE,46221,2025-05-30
395,20HCBNIND,20HC Brand New Container,20HC,Brand New,Indianapolis,39.6986,-86.148,2025-05-30,4600,GCE,46221,2025-05-30
396,40DCWWIND,40DC Wind and Water Tight Container,40DC,Wind and Water Tight,Indianapolis,39.6986,-86.148,2025-05-30,2500,GCE,46221,2025-05-30
397,40DCCWIND,40DC Cargo Worthy Container,40DC,Cargo Worthy ,Indianapolis,39.6986,-86.148,2025-05-30,2800,GCE,46221,2025-05-30
398,40DCCLIND,40DC IICL Container,40DC,IICL,Indianapolis,39.6986,-86.148,2025-05-30,4000,GCE,46221,2025-05-30
399,40DCBNIND,40DC Brand New Container,40DC,Brand New,Indianapolis,39.6986,-86.148,2025-05-30,4800,GCE,46221,2025-05-30
400,40HCWWIND,40HC Wind and Water Tight Container,40HC,Wind and Water Tight,Indianapolis,39.6986,-86.148,2025-05-30,2750,GCE,46221,2025-05-30
401,40HCCWIND,40HC Cargo Worthy Container,40HC,Cargo Worthy ,Indianapolis,39.6986,-86.148,2025-05-30,3000,GCE,46221,2025-05-30
402,40HCCLIND,40HC IICL Container,40HC,IICL,Indianapolis,39.6986,-86.148,2025-05-30,3750,GCE,46221,2025-05-30
403,40HCBNIND,40HC Brand New Container,40HC,Brand New,Indianapolis,39.6986,-86.148,2025-05-30,4750,GCE,46221,2025-05-30
404,45HCBNIND,45HC Brand New Container,45HC,Brand New,Indianapolis,39.6986,-86.148,2025-05-30,11000,GCE,46221,2025-05-30
405,53HCBNIND,53HC Brand New Container,53HC,Brand New,Indianapolis,39.6986,-86.148,2025-05-30,18500,GCE,46221,2025-05-30
406,20SDBNIND,20DC Brand New Side Door Container,20DC,Brand New,Indianapolis,39.6986,-86.148,2025-05-30,5200,GCE,46221,2025-05-30
407,40HCSDBNIND,40HC Brand New Side Door Container,40HC,Brand New,Indianapolis,39.6986,-86.148,2025-05-30,7000,GCE,46221,2025-05-30
408,20DDBNIND,20DC Brand New Double Door Container,20DC,Brand New,Indianapolis,39.6986,-86.148,2025-05-30,4200,GCE,46221,2025-05-30
410,40HCDDBNIND,40HC Brand New Double Door Container,40HC,Brand New,Indianapolis,39.6986,-86.148,2025-05-30,5200,GCE,46221,2025-05-30
413,20RFBNIND,20DC Brand New Refrigerated Container,20DC,Brand New,Indianapolis,39.6986,-86.148,2025-05-30,18500,GCE,46221,2025-05-30
414,40HCRFASIND,40HC AS-IS Refrigerated Container,40HC,AS IS ,Indianapolis,39.6986,-86.148,2025-05-30,4200,GCE,46221,2025-05-30
416,40HCRFBNIND,40HC Brand New Refrigerated Container,40HC,Brand New,Indianapolis,39.6986,-86.148,2025-05-30,25000,GCE,46221,2025-05-30
417,20OTCWIND,20DC Cargo Worthy Open Top Container,20DC,Cargo Worthy ,Indianapolis,39.6986,-86.148,2025-05-30,7400,GCE,46221,2025-05-30
